label,text
0,raising cain is the soundtrack for what film
0,What is the genre of the film discovery of art: maxfield parrish
0,What are the names of speculative fiction books by Dave Duncan?
0,where in california was wild man fischer born?
0,what city does  ted airline focus on
0,Name an artist who produces rock music
0,what country is torn apart from
0,what's a game that vis entertainment made
0,who was the director of diary of a mad black woman (film)?
0,What's a compilation album featuring pop rock
0,how was hooray! hooray! (caribbean night fever) released 
0,which artist is signed to polydor records
0,where was r.j. mattes born 
0,what kind of game is fallout (computer game)
0,what style of music is the album double up in?
0,what version is from the single gold?
0,What kind of music does john illsley write
0,what musician has mixed album
0,who is someone that is proficient in poliomyelitis
0,Name gene krupa  father
0,Who is the artist responsible for the artwork coming through the rye
0,where did olivier debroise die?
0,What is a tourist attraction in basel
0,What genre is the film unmanned associated with?
0,Name a track off the album like a prayer.
0,What was the primary release version of st. elsewhere
0,which artist recorded tears
0,what did awaz originate from 
0,whats the name of the artist that released the one and only
0,what type of release is never going back?
0,where was james singh given birth
0,in what boroughs is washington heights located
0,Which genre of film is hospitality
0,where in indonesia did jefri al buchori die?
0,which track is part of radiation
0,What is terence best known as?
0,Which district is boscobel located in?
0,what is the position that ricardo trigueño foster plays
0,What's the legal structure of pioneer corporation
0,What is the name of a track by gary moore
0,What is the name of an album by buck-tick? 
0,where is therobotateme from
0,what country is mac holten from
0,what is chidananda saraswati's nationality
0,what town is located east of Warsaw in poland
0,what was the release type of  stage invader
0,who is a defender player in football
1,What is the active ingredient in nystatin 100000 insert
0,Which language is the film hooked in
0,what is the county seat of winnebago county
0,what did steve hendrickson do for his career?
0,In what genre on netflix can godavari be found?
0,what is feroz abbas khan's occupation?
0,Which region was human trafficking released in
0,Name someone who died by capital punishment
0,what profession is stuart donaldson?
0,what is andriy smalyukh's nationality?
0,What is a village inside dupage county
0,Name a rhythm and blues album released by Emina Jahović?
0,which director and screenwriter was born i ngenoa
0,"who is the transgendered person from bowral, new south wales"
0,what license does rickettsia rickettsii hold
0,who is an artist that makes folk music
0,where is androsterone located 
0,Name an artist on the sony bmg music entertainment record label\\
0,which video game is jazz deluxe the soundtrack to
0,what is the profession of benjamin sotto
0,What rating does the hunger games: catching fire have?
0,where was frederick winslow taylor born?
0,what entity is involved in the battle of chantilly?
0,what type of film is on the bowery
0,Which position in football does ali pala play
0,who did the cinematography on little wars
0,What is giorgetto giugiaro's profession
0,whats a type of  assassination
0,Where is kansai region located?
0,what position does willie harris play
0,what location is eastern daylight time?
0,what kind of movie is a nightmare on elm street 3
0,what country was  johann feindt born in
0,what is a bollywood romantic comedy film
0,What company produced son of godzilla?
0,Who's a canadian screenwriter
0,What format is the book main street available in
0,what is the album content type for australian rules
0,How was see you there released
0,What position does football player Li Wei play?
0,What is ian christe's profession?
0,which country is farida diouri from
0,What play has victor lurie produced
0,What genre of film is norman granz jazz in montreux: ray bryant 77?
0,What's an example of an asteroid?
0,What format was the ugly organ released in
0,what is the gender of rusty ryal?
0,What genre of music is borgore?
0,What religion does shilpa shetty practice
0,zhou xun is originally from what region?
0,what kind of music is on take a little trip?
0,What position did paul slane play
0,which 1980s girl group is signed to motown
0,What county is holt located wtihin
0,what is the gender of atlanta
0,who was the author of the blue lotus
0,what recording is phoenix from?
0,What company produced after midnight with boston blackie
0,what rammstein song did richard zven kruspe compose?
0,what lyrics did lawrence gowan write
0,what movie did satyajit ray edit
0,What netflix genre can cars be found within?
0,Who composed the music for the film gloria?
0,what is geraldine brock's place of death?
0,what is the genre of the artist alexi murdoch
0,What's a business that patrick joseph mcgovern created
0,what release type was eclipse
0,what is the genre of the film we'll be jammin'
0,witch artist recored white rabbit
0,who wrote the story of double face
0,Whose profession is songwriter?
0,What is the gameplay mode used for modern combat 4: zero hour?
0,What kind of netflix film is burning palms?
0,The language spoken in between two fires is?
0,what is the name of a professional actor
0,inside man is the name of a episode of which the tv series?
0,Was 40 famous marches released on mp3 or cd
0,Name an indie film
0,who are the children of bruce dern?
0,what games are on the commodore 64 platform?
0,what type of genre of music is the missing piece released in?
0,what type of film is kingman
0,what is the label of the release the best of chet baker sings?
0,whats the language used for the film jfk: the day that changed america
0,What is the tv program quèquicom about
0,what television series is the episode oxford from?
0,Which language was tom clancys op-center: mirror image originally in
0,which songs were produced by dizzy gillespie?
0,Name a professional actor
0,which episode of the west wing did alex graves direct
0,who is the publisher for braid (video game)
0,What song is taxi a recording of
0,who was born in thessaloniki
0,What is julia loktev's gender?
0,what genre is blondfire 
0,who is the producer of the film angel of destruction
0,what position did dillon gee play
0,"what can i do in hazyview, mpumalanga"
0,what are the names of single (music) albums
0,which album is created by dasein
0,where in the middle east is cagdas bozkurt born in?
0,Where was hunky shaw born?
0,Who was a rapper who performed gangsta rap?
0,what type of format is released in that old black magic?
0,what kind of film is rome & jewel
0,how did walter of châtillon die
0,What is a song from good morning blues album
0,What language family is yucatec maya sign language in
0,What netflix genre does second string belong to
0,what country is min-jung seo from
0,what fictional character did steve englehart create
0,"what region was 100% hits, volume 30 released in"
0,which country does nzx do stock exchange
0,Which position does kendall marshall play
0,what are some action films
0,What's a comune in veneto
0,What film has bob fosse directed
0,Who is an artist from the independent record label
0,What label is daddy cool signed to
0,what kind of movie is the rockville slayer considered
0,what kind of album was paul simon recorded as jerry landis?
0,Which american actress's ethnicity is mexican american?
0,how did john coltrane die?
0,What genre of artist is eric ineke?
0,What type of book is selling ben cheever?
0,what video game is a creation of compile
0,who are the artists signed to checker records
0,what position does gabi riera play in soccer?
0,In what US state was richard blake born?
0,whats the name of a western (genre) tv show
0,who wrote the outlines of the geology of england and wales
0,what song is from the release 
0,which artist is rappin' 4-tay signed to
0,what type of school is coahoma agricultural high school
0,what king of video game is metal gear acid 2?
0,which breed originated from brazil
0,which genre is the album barbed wire kisses
0,What's film in the romance genre?
0,what type of movie is wit
0,What is the legal status of myorx low dose pain relieving
0,what is a work by dead kennedys
0,what musician played the bass guitar?
0,Who was a producer for the film superbad (film)
0,Name a goalkeeper in professional soccer?
0,"what is the body of water associated with dalrymple islet, torres strait"
0,which state is daviess county in?
0,Who composed sgt. pepper's lonely hearts club band
0,what was the song jerusalem
0,Who is a novelist?
0,What form is amoxicillin available in
0,where was marshall warren nirenberg born 
0,Who released a recording of piece of dirt
0,what county is zeigler located in?
0,which asian country is kosuke kikuchi from
0,what art movement is associated with samuel bookatz
0,What is the nationality of jade macrae
0,which album is produced by bobby vee
0,what is the name of work by herbie hancock
0,What action film was released in 2013 staring Matt Damon?
0,what is the genre of the album the everlasting man
0,What is the name of a town in india?
0,Name a silent film
0,what album is an example of electronic dance music?
0,what is a minor belt planet orbiting around the sun 
1,what are the active moieties of the drug alcohol/menthol
0,What genre of television is the program The Joker's Wild?
0,What is a title that can be located in the netflix genre foreign dramas?
0,What can be used to prevent chancroid
0,Who wrote the music for spectres?
0,what type of game is blood omen: legacy of kain
0,what Swedish model has blue eyes
0,who plays the forward position in football
0,"This man known for being a film director, screenwriter and film editor was born in beirut."
0,"Who was the away team in new york giants at cleveland browns, 2008-10-13"
0,What is the literary subject of the book citizen vince?
0,what island is mark isip from
0,what album is composed by ken hirai
0,what instruments does tim obrien play
0,what is the country of origin of take it all
0,what country made the film salt n' pepper
0,who was a military personnel that was involved in world war ii
0,what book focuses on  germany as its main subjecgt
0,who was the producer of spending christmas
0,in what format was diana ross released in
0,who is a prominent electronic dance music producer
0,what is a recording from bow
0,"this person is from baton rouge, louisiana."
0,Where is upper thracian plain?
0,What kind of music does d.r.u.g.s. produce
0,Which format was the 2 stepz ahead release
0,eleanor hallowell abbott died where?
0,What type of film was zero degree shot in?
0,which currency is used in pakistan
0,what type of subject is my winter garden?
0,what are the names of albums by Paul Bley
0,what event was the beiping–hankou railway operation included in
0,in what language was mischief composed
0,what films have been produced under sidney kimmel?
0,in what continent is iyive language spoken
0,what types of music is played by gusgofficial
0,how was the book dragondrums bound
0,Where in tokyo was shinji higuchi born
0,which albums were produced by el debarge?
0,what is erik truffaz's album
0,who is the artist that recorded the visit (demo cast)
0,what books did alison lurie write?
0,what is a jazz album
0,what is an episode of bet walk of fame - season 1
0,which country is pay dirt from
0,Who is the artist from the amazon river recording
0,Name a notable artwork by lubna agha.
0,Which river is located in suriname?
0,what album is a soundtrack?
0,who were the founders of swordsmen and sorcerers' guild of america
0,Name a film from the thriller (genre) genre
0,what is an example of a symptom from pulpitis
0,Who is somebody who died from myocardial infarction
0,who is someone that is buried in zachary taylor national cemetery
0,What kind of celestial object is 23855 brandonshih
0,which artist is featured on smells like records
0,What is the legal status of poverty weed?
0,What position does scott dill play in football?
0,"where was paradise, piece by piece published"
0,is rick wilkins male or female
0,what type of album is evil: live
0,what is oran m. roberts's gender?
0,where was hallie foote born
0,WHo is an example of a human fictional character
0,what game engine does sid meier's pirates! use
0,Who wrote for the film titled the dark redemption
0,"What is the name of a village located in onondaga county, new york?"
0,Where was kari kimmel born?
0,What is a track on the telephone album? 
0,what is joe edwards's place of birth
0,Which county is spofford located in
0,what city was cornell burbage born in 
0,What publisher released ncaa football 08?
0,what is the gameplay mode of virtua tennis 4?
0,what film credits did  michael frayn appear in
0,where did margarete kupfer die?
0,what film was delphine white the costume designer 
0,which is the child genre of action film?
0,What's an example of a charter school in florida
0,What's a song featured on strange brew: the very best of cream
0,which type of film does a girl and a gun associate with
1,"What type of drug is cat pelt, standardized"
0,what is the title of a game that can be played on the  microsoft windows platform
0,who authored paying the piper
0,what kind of program is thanksgiving show?
0,in what period were the philosophical passages written
0,What football position did the player John Muiruri play?
0,which position does matt ware have in football
0,How was io released
0,Who was the director of thats the guy?
0,what's the subject of cuisine rapide
0,what is retief goosen?
0,what's a piece of art about adam?
0,what is a subject in  jump at home grade 3 
0,what are some of the tracks found in the release his greatest hits?
0,what county is newfoundland contained by 
0,what are examples of bodish languages
0,is pape mamadou diouf a male or female 
1,who made the drug ramipril 2.5 capsule
0,"which media was used for gas station, kern county, california"
0,what is coreg
0,where was le voyage extraordinaire de samy released
0,where was the book c++ published
0,What company developed the game where in the world is carmen sandiego?
0,Who was the publisher of counter-strike online 2
0,what company produced the film the darkest hour?
0,what is o hui wrinkle science wrinkle repair
0,what is the lower classification of crotalaria 
0,what is an example of a fiction book?
0,which country is future of hope from 
0,What genre of program is the blue angels?
0,Who is an artist on sony bmg music entertainment record label?
0,What is an album by live skull?
0,what is the member of asteroid group is 7455 podosek 
0,what is the netflix genre specification of deal
0,what is the name of a track by nathan lane
0,what kind of music does mike luce produce
0,how was 電車男 released 
0,what is the origin of dik evans
0,What region was finnhits 5 released in?
1,what's one of the active ingredients in molton brown sunscreen
0,which county courthouse is found in oxford
0,is how to live on earth a drama or comedy
0,what release is ben from?
0,who composed firecracker?
0,What musician wrote cruisin
0,whats the shape of the tamoxifen citrate 10 tablet
0,what country is shelby township located in 
0,what genre is masters of photography: andre kertesz on netflix
0,What position in football does krum lovkov play?
0,What's the original version of the song celts
0,what is raju kher's ethnic background 
0,What is the language of the film smash & grab - the story of the pink panthers?
0,what category of music does slide fall under
0,where did julien ries pass away in
0,What release type is I Want to Live?
0,who was born in michigan city?
0,What is inside province of pavia
0,what is an album by anthony braxton?
0,What is the title of an indie film?
0,what is the name of johnny winter's live album
0,What type of rock is new ipswich mountain made of
0,what continent is the secret history of the mongols about?
0,where is academy of cosmetology located at?
0,what time zone is diamond city found in
0,Who is a screenwriter?
0,what type of book is the name of the rose?
0,which columbian artists play dance music?
0,what film did adele palmer design the costumes for?
0,who is an author from new haven?
0,What type of book is shadows over innsmouth
0,What is the name of a popular album from crowded house
0,Where did mazisi kunene die?
0,which film contains the soundtrack sarkar?
0,What type of gameplay is available in racket attack
0,Who is the author of the book titled life work
0,Who is the author editor of the ghost from the grand banks
0,what is sergey lavrov's nationality?
0,what is patricia driscoll's ethnicity?
0,what company released digimon racing
0,what is the software genre of jabbin?
0,what is a film by the production company paramount pictures
0,what is the subject matter if the written work marnie
0,What's an example of a progressive rock album
0,who is the artist of the recording o holy night?
0,who wrote the book keziah dane
0,which sci-fi short film did greg pak edited?
0,Who published the game operation europe: path to victory
0,What universe does gargoyle appear in?
0,what is a sign of ringworm disease
0,Name a tv adventure film
0,what artist belongs to polydor records
0,What is the name of a pg-13 movie?
0,which artist recorded i am hated?
0,what township is in illinois?
0,which genre of film is further northin?
0,What kind of an album is the box set
0,Name a person who plays drum.
0,Name an emo album
0,what kind of film is the sawdust ring
0,who did the story for eight legged freaks
0,what film did allan burns contribute to 
0,what gender group does kasia halpin belong to
0,what kind of music does serge gainsbourg play
0,which ingredients are found in arnicare
0,what music genre is el poder de las mujeres?
0,which state is ridgewood village located in
0,What genre of book is big bill of chicago
0,Which artist made live at the fillmore east december 1969
0,what are some examples of an album by freddy fender?
0,which group is charlie gonzalez a member of
0,what is function of two-face
0,What genre of music is monte pittman?
0,is mn a drama or comedy
0,who is an artist signed onto elektra records
0,what is the physical form of oxygen 0.992 liquid 
0,what country is aamne samne from?
0,Who is the artist of the the usual suspects album?
0,what is john castellanos's profession in the entertainment industry?
0,who is dolly parton's record label
0,Who directed pilot?
0,what type of music does poe perform
0,what is the name of the album that has the recording tempest?
1,What's an active ingredient in morphine sulfate
0,what is the title track from drowning
0,is songs iii: bird on the water a studio album or a live album
0,what country is the institute of business and technology
0,what is a compilation album from 2007?
0,What profession is clay condrey most noted for?
0,what tracks have been recorded by scram c baby?
0,which album is bible of a pimp
0,What's a pop music released in 1987
0,what is a track off of sevendust?
0,kathleen ann goonan is the author of what published book edition
0,What book does feste appear in
0,what is the greatest discoveries with bill nye - season 1 about 
1,what are the active ingredients found in clinimix
0,what is nevill smyth's nationality
0,What is the name of an album that was released as an album?
0,What language is the jack of hearts filmed in?
0,who is the artist for the album  ritchie valens...his greatest hits volume 2
0,What is an ingredient of veganism?
0,What album is babylon from?
0,Who edited dangerous
0,what is the record label of the incredible string band
0,what state will you find the westcott house
0,what types of book is una amante maravillosa
0,what country is locust corners located?
0,Which timezone is glencoe located in
0,where did the dévics originate from
0,what is william p. mcgivern listed as in the film story credits?
0,What is the genre of the book the miserable mill
0,What kind of celestial object is 11682 shiwaku
0,Who played the defender position for veracruz
0,What genre of music does psydoll play?
0,Who wrote four essays on liberty
0,Who created the underminer?
0,what is the release track on energy
0,what is the title of the release where 2012 was the release track
0,which city was carlo tresca born 
0,What instrument does chrisette michele play
0,which netflix genre is places in the heart
0,where was george reinhart born?
0,What is the name of a track by unkle?
0,what's a famous song that freddie perren wrote
0,what release is free from?
0,What tv program did eric bischoff create?
0,what album is part of copenhagen
0,What type of release is reflector?
0,what is fall known as
0,What soccer position does shin dong-bin play?
0,What is a popular fiction book
0,What type of music does chez-fm play
0,what gender is risto jarva
0,where is little creek located?
0,where did Édouard stern pass away
0,who recorded chicago 
0,Which album was released as a single (music)?
0,what is the title of a book that deals with  international relations
0,What genre is completely serious
0,What type of film is maurice?
0,Name a librettist.
0,which song was part of black
0,What platform is the game mappy played on?
0,what language is damon in?
0,What is an album of rock music?
0,What's the original version of street dance
0,Who produced count the votes?
0,Who is an actor?
0,What gender is katja miehe-renard?
0,whats the gender of  stephen broad
0,is freddy juarez from the united states or mexico
0,"What netflix genre is ...and on the 7th day, god rocked"
0,what book covers the topic of american civil war?
0,What is the name of a neighborhood in cincinnati metropolitan area?
0,what format was essentielles released in?
0,which position does irving Ávalos play
0,which album contains the track teleportation?
0,Where was derick etwaroo born?
0,which group recorded the wanderer
0,what is the name of a public university
0,what type of music is sir andrew davis known for
0,where was the 1955 world series played
0,Who is an artist that recorded  i'll try
0,what albums is a type of punk rock?
0,what is jennifer rhines  gender
0,What 2000 war film did sam montgomery write?
0,Which australian singer was born in benalla?
0,what gender is thomas sheppard
0,who composed take five?
0,Which city does the Isonzo River run past?
0,who did the cinematography for finding kraftland
0,What is the name of a dramas based on real life
0,which larger carribean region is barbados located in
0,what book is biography
0,what is blood brother's literary genre
0,What language was spoken in the title all night long 2: atrocity
0,How did richard crawford white die?
0,what country is joël voordewind a citizen of
0,what artist creates europop music
0,what is the shape of torsemide 100 tablet?
0,name an actor
0,the album console pupils was released in which region
0,kamino is what type of fictional setting type
0,"what state capital did bernard vonnegut, sr. die in"
0,"what subject does an ice axe, a camera, and a jar of peanut butter written about"
0,what is the nationality of vivian schiller
0,what kind of programs are able to read 7z files
0,what is henry abbot's religion
0,What is a power of nappa
0,what is the subject of the book power of play?
0,what gender is paul gauselmann
0,Name a track by tim easton.
0,who is steve garagiola's father
0,where was omar camporese born?
0,which country released this adultery is ripe
0,Who is an offspring of stanley bragg
0,"Which nation filmed lumumba, la mort d'un prophète"
0,what type of disc was the release of jonathan butler on
0,what album is a type of rhythm and blues?
0,Which software language does snort use
0,what color is vandetanib 100 tablet
0,what type of school is valley gardens middle school
0,What is a video game periodical?
0,Who's a drummer that plays rock music
0,what films was arun kumar an editor for?
0,who was an american soldier involved in korean war
0,which state is portland located in 
0,What type of school is sha tin college?
0,which publishing company  published encouraging words 
0,what religion does  carroll dunham practice
0,what is the album content type of the album jack the giant killer
0,what subject is advances in applied clifford algebras in 
0,who was included in 1996 docklands bombing
0,What is the track list from the release airwaves
0,who was born in molfetta
0,Name a person related to john j. pershing.
0,which country is ian bonner from
0,remember me is a track by Blue Boy off of what album featuring various artists?
0,what company is involved with diabetes mellitus
0,what kind of tv show is all-star celebrity apprentice?
0,Which lyrics did yoshiyuki tomino write?
0,des moines is a release track from what album
0,in what country is chiang kai shek college located
0,What is the subject of the film april morning
0,is martin conboy from the united states or the united kingdom
0,what time zone is white earth in
0,what is the time zone of meadow brook township?
0,what genre of music does mike dirnt produce
0,where in the world did the last floor come from
0,which are is sunset harbour a neighborhood of?
0,What's a musical group signed to sho'nuff records
0,what type of educational institution is idaho falls high school
0,what game was developed by square enix
0,Name a science book.
0,is jonathan blow female or male
0,where does helvetic airways fly into
0,who is father of vyasa
0,what state is chollar mansion in?
0,in what city did e. bradford burns die
0,what type of film was  firestorm
0,which state is oakforest in 
0,what language is a million bid done in
0,what does 125 liberatrix include
0,what songs are on now thats what i call music 27?
0,what universe is red tornado from
0,Where does shiek mahmud-bey claim nationality from?
0,which film did william a. wellman direct
0,what is the name of a compilation album for a horror film
0,which county is toyei located in
0,Where was happy days released?
0,what album has industrial metal music?
0,Name someone who is famous for playing the cello
0,what is bryant gumbel most known for
0,"what was the media used to make untitled, from the series dustballs"
0,who directed the film  flame and the flesh
0,is the x files 2 science fiction or fantasy
0,which country is hank johnson from
0,what kind of movie is fovou tous ellines
0,what is the film rating of firehouse dog
0,which actor worked a lot with clint eastwood
0,what is the nationality of marilyn torres
0,what is the ethnicity of judah folkman
0,where was priscilla montgomery given birth
0,whats an example of an album
0,who plays in a rugby league?
0,whats an example of a  travel insurance company
0,What is the name of a track off of the coast to coast release
0,which position in soccer does osório carvalho play 
0,what songs are on the album she loves you
0,who was behind the album the keyboard concertos 2
0,what is the primary language of yet another day
0,What is an album by jerry goldsmith?
0,What genre is the album good health
0,what type of movie is the last days
0,What's a documentary film title?
0,Name a person born in montevideo
0,What is the nationality of jeanne basone?
0,what institution is in avignon
0,what language is snow in
0,what country released hidden
0,what is a song by sunbeam
0,In what language is song for old lovers composed in?
0,Which country did the film crazy white foreigner come from
0,What was the release type for the album love is the message?
0,what county is summerhill located in 
0,What is a song from stand alone
0,What group does (12055) 1997 yr11 belong to
0,what belief does arthur schuster follow
0,what country is phillips from
0,which fantasy book is released as part of a trilogy?
0,what's the written work nicholas and alexandra about?
0,what is a main ingredient in taco soup
0,what architectural style was used to build gov. thomas g. jones house
0,what movie can be found under the netflix genre documentary film
0,What genre is more?
0,what is an episode from roadtrip with g. garvin - season 2?
0,who is meredith macrae's father 
0,where did friedrich kettler pass away
0,what is a movie video game on the nintendo gamecube
0,what is a book written about theatre?
0,What genre of music is off the album set fire to the rain
0,what is the predecessor to the peugeot 604?
0,what locations are in the north american central time zone?
0,In what conflict did george roy hill participate?
0,what is one of howard devoto's pieces 
0,what song is from the recording freestyle?
0,What is the subject of the book like the roman?
0,Which war was the balkans campaign involved in
0,what gender is the fictional character sym
0,what genre on netflix is eagle's wing
0,whats an active moiety in mometasone furoate
0,where did glenn heywood's mother give birth
0,where is jason pierre-paul from
0,Name a famous artist from the ballet genre
0,who is the casting director of redbelt?
0,What is ryan barrett's weight division in boxing?
0,in what country is girard township found
0,What's a release from the recording brazil
0,What is the main subject of the film once an eagle
0,"which state is kaysville, utah in "
0,"The release track, honey don't, is from what album"
0,who owns the radio station kfwb
0,What language is spoken in headcases
0,What is the name of a track on no come down (b sides & outtakes)?
0,Name a province in Algeria.
0,Name a hispanic baseball player who is a right fielder.
0,where did bobb trimble originate from
0,who wrote the script for the movie batman
0,what country is i live my life from
0,What is the fictional character balto based on?
0,what city did dutch clark die in
0,what is fereydoon moshiri's gender?
0,what album was done by elvis presley
0,Which cvg genre is dead space (video game) a part of
0,Who was the main director of fritz lang interviewed by william friedkin
0,what film did subhash ghai direct 
0,who was born in auburn?
0,what kind of music is another black day
0,What is elizabeth livingston's profession?
0,Who was born in the city of katsina?
0,which netflix genre is the title maserati rick
0,what airline serves changchun longjia international airport
0,What type of music does the artist melody make
0,what is the original language of the farseekers
0,which record is created by thin lizzy
0,Name a track off the best of james taylor album
0,What works have been written by chris pierson
0,Which film could be considered as slapstick
0,What is josé maría torre's gender?
0,What is the nationality of miklós ybl
0,is matt nelson a person or a frog
0,Who directed the film the dangerous flirt?
0,who produced the cube
0,what is the name of arizona state university's sports team
0,who is the videogame developer of mythos
0,What kind of album is snakes on a plane: the album?
0,what is the nationality of cecilia fernández blanco
0,What kind of film is op hoop van zegen?
0,which language is used in the symphony of souls
0,what artist makes rhythm and blues music?
0,What is a dance-pop album recorded by Stevie Wonder?
0,"What type of album is 2002-05-27: lee's palace, toronto, on, canada"
0,What company developed the videogame gradius v?
0,in what vietnam city did thanh son die
0,What is a title located in the drama genre on netflix?
0,which baseball position does héctor noesí play
0,What is the name of a post-bop artist from the 1960s?
0,pony boy is an episode off what show?
0,Which language is the film mule skinner blues in
0,which language is written in bad monkeys
0,which release was clarinet on
0,In what region of the world was just highs no lows (12 years of persistence) released
0,what type of music is stateless?
0,What is one of the episodes on the the dick van dyke show?
0,which song comes out in the recording folsom prison blues
0,what school was named after  john c. fremont
0,what type of school is the harvey school
0,what's one of the audio tracks on the film manhattan murder mystery
0,Who's a politician born in bento gonçalves
0,what is the university of washington most known for?
0,What interface does htc hd7 use
0,what is vlado Žabot's gender
0,where is lynton located 
0,what genre on netflix is pandaemonium
0,what is darkhawk's gender 
0,"in what county is valley head, alabama"
0,which colors are a part of the sports team bc dinamo tbilisi?
0,who was born in mosbach
0,what is world series of poker classified under?
0,What is the administrative parent of semarang regency
0,Name an actor. 
0,where in germany was wolfgang wehowsky born in?
0,"Name a person born in Tacloban, Phillipines"
0,What language is the film the 14 amazons in?
0,What is leonard orban's gender?
0,What is mary borden from
0,Which game version did guerrilla games develop?
0,What is the game developer for weekend warrior?
0,what film genre is woodhouse?
0,Name a sports game
0,is milan nikolić male or female
0,what's a book by nevil shute
0,What genre of music is featured in the album born under a bad sign
0,What is diana gabaldon's ethnicity
0,how was the right thing released 
0,what is an adaptation from the lion king
0,otto ammon died here
0,Who's an astronaut that was included in the sts-117 mission
0,What language was spoken in the bourne supremacy?
0,Where is lake pleasant located?
0,What sport is massimo busacca an official for?
0,what is noble energy inc.
0,"where is park university, kansas city campus located"
0,Who is someone from moscow
0,what record released je te dis vous
0,Which genre of music does suede record?
0,Which restaurant serves steak?
0,Which state is reeve located in
0,what types of music is the chess years 1952-1963
0,What kind of music is picture of perfect youth?
0,What is martin Šec's nationality?
0,which japanese singer was born in kochi
0,which releases contains the track new york?
0,What does 3914 kotogahama orbit?
0,What kind of musical release is asunder?
0,What's a public school in china
0,Where was günther brandt born
0,"what star system is the star system body, (8148) 1985 cr2 in?"
0,what city did tom patterson die in
0,what kind of dance does andré messager perform
0,Where was daniel pratt buried?
0,what language is spoken in serenity?
0,what is contained by budleigh salterton
0,What is an episode of a league of their own?
0,What position does jack reilly play
0,who produced seven (film)?
1,which drug contains the ingredient phenylalanine?
0,What type of music is jim rooney
0,what is a black-and-white murder film 
0,what kind of release is aurora
0,What is an event that takes place in taiwan?
0,what is maciej strzembosz's gender
0,What is a type of dog that has a black coat color?
0,which city was sam barriscale born
0,is manjula vijayakumar male or female
0,what is anton pertl's nationality?
0,which tracks are a part of the release us?
0,what country was a musical monologue produced
0,Name an album
0,What is yves darondeau?
0,Where can northport be found?
0,cocaine was apart of what album
0,What is the nae of an interactive fiction game
0,what war was lancelot curran involved in 
0,What is a university in uttaradit
0,What's an album written by leighton meester
0,what is an example of an american sedan car
0,name a star
0,what's an iranian drama film
0,What event took place in western europe?
0,what is walter susskind's nationality?
0,what genre is cheers on netflix
0,what is a song that bruce springsteen composed
0,which industry does international power work in
0,what classification is red fury
0,what is an accurate genre by which to categorize the tv program deadly pole to pole
0,What football position does siem de jong play
0,What's an instance of the southern 500
0,Where was the film lovers lane made?
0,What is an instrument anette olzon plays?
0,whats the name of a track found on the release titled  all eyez on me
0,Who was involved in the siege of antioch?
0,Name a soccer player who plays goalkeeper.
0,What time zone is west vancouver in
0,which radio station plays songs by emf
0,is james bonar male or female
0,is abraham cohen de herrera male or female
0,Where was györgy kósa when he died
0,what type of music is collision course... paradox 2
0,Who's a gangster killed by a brain tumor
0,chariots of fire is from which recording 
0,what country is deadly recruits from?
0,What continent is big powderhorn mountain contained by
0,what city and state was  arthur whetsol born
0,whats  bob chandler football position
0,what concert was produced by metro station (band)
0,What county is included in the zip code 92555
0,Which artist recorded silver
0,What's a song from the album together forever: greatest hits 1983-1991
0,who is frank e. rodgers
0,what type of release is timeless?
0,what is the gender of duck dodgers
0,where was regina george born
0,What is a thrash metal demo released in 1984?
0,what type of music does cam pipes perform
0,"who was born in longmeadow, massachusetts?"
0,what format was first offense released on?
0,what is an event held in winter?
0,what is an instrument played by princess superstar
0,what diet is onion compatible with
0,What song was included in quinze ans d'amour
0,what is the pop music album by marion raven
0,Who was the producer for tell her tonight?
0,What is over the horizon?
0,in what country was the lily and the rose filmed
0,Which football position does dariusz dudka play?
0,what is the title track off yellow submarine
0,what is the occupation of joseph medina
0,which origin is from frankie miller
0,what kind of music is immortalized
0,"what's one of the popular star wars songs that is on the essential \\""weird al\\"" yankovic"
0,is padmé amidala male or female
0,who produced when time ran out
0,What genre of movie is frozen
0,Which German astronomer was influenced by Jean-Louis Pons?
0,which country is fancy farm in
0,where was erskineville kings filmed
0,what's a popular fantasy film from the last 20 years
0,what county is hollywood in
0,what type of film was  persuasion
0,what is a variation of paradise
0,What style of music does edsilia rombley sing?
0,Which release is new orleans a recording off of
0,which comedic genre does married to the mob get put into
0,what is the name of a biotechnology company 
0,Name a person born in the location of South Korea. 
0,What European country is cosmo klein from?
0,what is a song produced by clams casino
0,what television series season is liverpool from?
0,who was the music director of the way back home film
0,What is Patrick Kennedy's nationality?
0,Which release is the recording samayaye off of
0,what language is black jesus + amen fashion sang in?
0,where was sonny bill williams born
0,what is the sex of suza kohlstedt
0,which orchestra has geoff berner
0,what is the country that whatever lola wants is filmed in?
0,what religion does dési bouterse practice
0,What's a song written by india.arie
0,what genre is target of an assassin
0,what is oscar's sex
0,Which release did greg lake produce?
0,what movie is a romance film?
0,what is dustin hazelett know for 
0,which european region is eos released in?
0,which main city if yayako uchida from
0,who recorded the song black
0,where was bengt ernryd given birth
0,Where did jean prat die?
0,what type of place of worship is white wind zen community?
0,what type of art form does franz votava make?
0,what is the release format of desperado
0,Name a recording by gilbert and sullivan
0,Who handled the casting for the movie up
0,what is the ingredient that is most active in zinc oxide?
0,Where was alberto blanco born
0,who makes roxicet 325/5 tablet
0,which country is idlewild and soak zone in
